IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>38>;14>38>33>;14>38>36>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>49>;14>49>49>;14>7>;14>7>5>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>1>;2>1>46>;2>14>;2>14>2>;2>14>41>;2>2>;2>2>31>;2>3>;2>31>;2>31>30>;2>38>;2>41>;2>41>41>;2>46>;2>46>1>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;34>36>;34>38>;36>;36>14>;36>34>;36>34>38>;36>36>;36>36>34>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>36>36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>41>;39>;39>38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>5>;7>5>5>;7>6>;8>
31385-4130;insucesso;0;0;0;0;0;31;2;2;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;7;0;0;1;0;0;1;0;0;1;0;0;3;1;0;0;1;0;0;0;9;1;0;0;0;0;1;6;0;3;0;0;0;0;0;0;1;0;0;2;1;11;1;1;5;0;4;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;2;2;1;0;3;0;1;1;0;0;0;0;0;0;5;1;1;1;3;0;0;0;0;0;0;1;0;0;4;0;0;1;
31405-7118;insucesso;0;0;0;0;0;44;0;5;1;0;1;3;0;0;20;2;14;0;3;0;0;0;0;0;0;1;1;0;12;0;0;3;1;0;0;1;1;1;1;1;8;8;2;0;8;0;0;3;0;1;0;0;0;1;0;0;5;1;0;0;1;0;0;0;35;10;0;2;4;0;0;6;3;1;0;0;0;0;0;2;1;3;2;3;3;30;2;0;25;4;5;0;0;0;0;1;0;2;3;2;2;4;1;0;0;0;2;1;1;0;5;0;1;0;3;1;2;0;0;0;0;1;3;1;1;0;0;0;0;33;1;2;4;3;0;9;1;2;2;0;0;2;0;0;0;5;2;1;0;1;0;0;0;0;4;3;0;0;0;3;3;3;0;
31408-4605;SUCESSO;2;1;2;2;0;29;0;6;4;0;0;0;0;0;10;1;7;1;0;0;0;0;0;0;0;4;0;0;15;5;2;0;0;0;0;2;0;2;2;2;3;3;2;0;12;2;2;7;0;3;1;0;0;0;0;0;0;0;1;1;0;4;0;1;13;7;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;15;4;0;10;4;0;0;0;0;0;4;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;1;0;23;1;5;2;1;0;4;0;0;2;1;0;2;1;1;2;3;1;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;
31413-4605;SUCESSO;2;1;0;0;0;32;2;8;3;3;0;0;1;0;3;0;1;0;0;0;0;0;2;0;0;2;0;0;12;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;13;2;0;6;0;3;3;0;0;0;0;0;2;0;1;0;0;5;0;4;9;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;2;1;0;0;10;1;1;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;2;1;28;1;1;0;0;1;6;0;0;3;1;0;1;0;0;1;2;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;
31419-4605;insucesso;0;0;0;0;0;7;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;1;1;1;1;0;0;0;1;0;0;2;0;0;1;
31425-4604;SUCESSO;2;1;2;2;0;53;1;5;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;2;0;0;13;1;0;3;1;0;0;2;0;1;1;0;0;0;0;0;14;2;2;1;0;0;1;0;0;2;2;0;4;0;1;0;0;0;0;0;7;2;0;0;0;0;0;5;2;2;1;2;1;1;1;1;0;1;0;0;1;14;2;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;1;0;6;0;1;0;2;0;1;0;0;0;0;1;8;3;1;0;2;0;0;34;3;2;1;0;1;8;0;0;2;2;0;2;0;0;2;6;1;0;2;0;0;0;0;0;3;1;12;3;0;7;2;1;2;
31430-4130;insucesso;1;1;0;0;0;30;2;2;1;0;0;0;5;3;2;0;1;0;1;1;0;0;2;0;0;0;0;0;3;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;14;0;0;3;0;1;3;0;0;0;0;0;1;1;0;0;0;7;2;5;7;3;0;1;0;0;0;4;3;2;0;0;0;0;0;0;0;1;1;0;0;8;0;0;6;0;4;2;0;0;0;1;1;0;0;1;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;11;0;0;1;1;0;4;0;1;0;0;0;1;1;1;0;5;1;0;0;1;4;4;3;0;2;2;16;4;0;4;2;2;2;8
31433-6388;SUCESSO;2;1;1;1;0;33;3;5;0;0;1;0;0;0;5;0;3;1;1;0;0;0;0;0;0;3;0;1;2;1;0;0;0;0;0;0;0;1;1;0;6;5;0;0;13;1;1;2;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;14;1;0;0;4;4;0;3;0;2;0;0;0;0;0;0;0;1;0;0;1;18;1;1;5;1;1;0;0;0;0;1;0;0;0;2;1;0;0;1;1;0;3;2;2;0;36;1;0;0;15;0;10;8;4;2;0;3;8;1;1;1;0;0;0;7;0;1;0;0;0;1;0;0;0;0;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;
31438-4130;SUCESSO;3;2;1;1;0;54;21;4;0;1;0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;8;0;4;16;0;0;8;3;0;0;1;0;1;1;0;0;0;0;0;18;0;0;2;0;0;2;0;0;1;1;0;1;0;1;1;0;0;0;0;12;1;0;0;0;0;0;6;0;3;0;3;3;3;0;0;1;0;0;1;0;14;1;0;7;0;4;2;2;2;2;0;0;0;0;2;1;1;0;0;0;0;3;1;0;0;15;5;1;0;4;0;3;3;3;2;2;1;16;2;3;6;3;0;0;43;1;0;4;1;3;14;0;3;5;2;0;3;2;2;1;0;0;0;0;0;0;0;0;0;5;3;0;0;0;5;3;2;0;
31473-4605;insucesso;2;1;1;1;0;38;2;9;2;0;1;1;0;0;5;0;2;0;1;1;0;0;0;0;0;3;0;0;6;0;0;1;1;1;0;2;2;1;1;0;1;1;1;0;16;1;1;4;1;2;1;0;0;2;0;0;1;1;1;1;0;0;0;0;6;4;0;1;1;0;0;3;1;2;0;1;0;0;0;1;0;1;0;0;0;14;1;3;5;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;8;0;2;0;1;1;1;0;0;0;0;2;8;2;1;2;0;0;0;18;0;2;1;0;0;2;1;0;1;0;0;1;1;0;1;1;1;0;0;0;1;1;1;0;3;2;4;4;2;3;2;2;0;
31475-4604;SUCESSO;2;1;2;1;0;81;1;4;0;0;1;0;3;1;10;0;6;1;1;1;0;0;0;0;0;4;0;1;3;0;0;0;0;9;4;3;0;1;1;1;1;1;1;0;12;2;2;1;0;0;4;0;0;2;0;0;1;0;1;1;3;6;0;3;13;2;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;16;0;1;8;1;1;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;3;1;0;1;2;0;1;1;1;0;1;0;0;0;0;1;9;1;2;2;0;1;1;9;1;2;0;0;0;1;0;0;0;0;0;2;1;1;1;12;1;3;1;7;14;9;9;4;3;1;0;0;0;3;1;1;0;
31478-5714;SUCESSO;0;0;0;0;0;10;0;3;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;3;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;5;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;3;0;0;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;2;0;0;0;1;1;1;0;
31479-4605;insucesso;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;4;0;3;1;0;0;0;4;0;1;0;0;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
31481-4604;SUCESSO;7;3;5;5;0;90;3;9;0;0;0;0;0;0;12;1;4;0;2;1;0;2;0;0;0;7;0;5;23;0;1;3;0;4;0;1;0;1;1;1;2;2;0;0;21;2;1;3;0;2;4;0;0;1;0;0;1;0;3;2;1;0;0;0;35;8;3;2;1;1;0;18;5;15;4;8;6;5;3;6;1;8;6;1;1;35;5;0;20;2;11;9;6;6;5;0;0;0;0;2;1;2;2;0;0;0;1;1;0;0;13;3;0;0;4;0;2;2;1;0;0;1;12;2;0;6;0;0;0;50;2;1;1;0;1;7;0;0;1;0;0;7;3;2;6;16;0;1;2;3;7;5;0;0;4;4;27;12;4;9;4;4;2;
31499-4605;insucesso;4;1;2;1;0;80;7;7;0;1;0;0;0;0;8;0;4;0;0;0;0;0;0;0;0;6;1;0;23;1;0;2;0;0;0;2;2;2;2;0;1;1;0;0;32;2;1;1;0;1;8;1;3;2;1;1;3;1;1;1;0;5;2;1;14;1;0;1;0;0;1;4;1;2;0;1;1;0;0;0;0;3;2;0;0;24;2;1;10;0;3;2;1;1;0;2;1;0;0;5;0;3;3;0;0;0;3;1;1;0;36;0;0;0;6;0;1;0;0;0;0;1;22;1;3;11;2;2;0;82;0;4;1;1;3;10;0;0;2;1;0;4;1;1;2;7;0;0;1;1;2;0;1;0;9;6;2;0;0;8;6;5;1;
31513-4605;SUCESSO;1;1;0;0;0;57;1;7;0;2;2;0;0;0;9;0;7;0;0;0;0;0;0;0;0;6;0;0;7;0;2;2;1;1;1;0;0;2;2;0;4;3;1;0;21;0;0;1;0;0;4;0;0;8;6;0;3;0;1;1;0;0;0;0;34;8;0;1;0;0;4;12;4;5;1;3;1;1;0;1;1;2;1;1;2;28;0;0;21;1;6;4;3;1;1;1;0;0;1;3;1;2;0;0;0;0;2;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;13;0;2;1;0;0;0;24;1;1;4;1;1;5;0;2;2;2;0;2;1;1;0;6;2;0;1;0;6;3;4;2;2;1;0;0;0;1;0;0;0;
31519-4605;SUCESSO;2;2;1;1;0;94;1;12;0;1;1;0;1;1;23;0;9;1;1;0;0;5;0;0;0;7;0;0;20;1;0;3;0;0;0;2;0;1;1;0;2;2;1;0;45;1;1;4;0;1;7;0;0;3;3;0;6;0;1;1;0;2;0;1;42;5;1;2;0;0;1;11;2;3;1;0;0;0;0;0;0;3;2;1;1;48;6;2;27;2;5;3;0;0;0;1;0;0;1;7;4;6;0;0;0;0;3;1;0;1;19;1;1;1;6;0;4;3;2;2;1;0;16;5;3;0;2;0;0;70;2;2;2;1;0;9;0;0;1;0;0;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;1;
31535-4605;insucesso;2;1;1;0;0;51;1;6;1;0;0;0;0;0;7;3;4;0;0;0;0;0;0;0;0;1;0;0;9;0;0;1;0;0;0;2;0;1;1;0;0;0;0;0;14;1;0;2;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;1;1;13;0;1;0;5;1;2;0;0;0;0;1;10;1;2;1;0;0;0;25;2;0;1;1;0;2;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;4;0;0;2;
31543-6398;insucesso;0;0;0;0;0;9;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;3;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;13;0;0;0;0;0;1;3;0;2;0;1;0;0;0;0;0;0;0;1;0;10;0;0;7;0;2;1;1;0;0;0;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
31543-7274;insucesso;0;0;0;0;0;9;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;4;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0;0;5;0;0;3;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;1;0;
31553-4130;SUCESSO;3;2;1;1;0;70;1;12;2;2;5;0;1;0;13;0;8;0;4;2;0;0;3;0;0;5;0;0;23;0;2;6;2;1;1;0;0;3;3;0;9;9;1;0;22;2;0;2;0;0;3;0;0;7;5;0;0;0;2;1;0;3;0;1;68;11;1;0;3;3;3;22;4;12;4;5;1;1;0;2;1;8;4;2;4;60;5;0;39;1;17;10;4;1;1;1;1;0;1;1;1;3;0;6;6;5;2;2;0;0;12;1;2;0;2;0;0;0;0;0;0;1;10;1;2;2;1;0;0;51;1;0;5;3;1;11;0;2;2;0;0;3;1;1;2;7;3;0;0;0;2;1;2;1;5;4;0;0;0;5;4;4;0;
31563-6398;insucesso;0;0;0;0;0;46;4;8;2;2;2;1;0;0;7;0;5;0;1;1;0;0;0;0;0;4;1;0;14;2;0;5;2;0;0;2;0;1;1;0;1;1;0;0;19;0;0;5;1;3;3;0;0;3;2;0;2;1;0;0;0;2;1;1;14;2;0;2;1;0;2;2;2;1;0;0;0;0;0;0;0;2;1;1;1;19;2;3;10;0;1;1;0;0;0;2;1;1;0;0;0;2;1;0;0;0;2;2;0;2;6;0;2;0;2;1;1;1;0;0;0;0;11;2;2;3;1;0;0;33;4;3;2;2;1;12;0;0;5;1;0;0;0;0;0;4;1;0;0;0;1;0;1;0;2;1;4;1;0;8;2;1;1;1
31574-4605;insucesso;0;0;0;0;0;29;1;2;1;0;1;0;0;0;8;0;2;0;2;0;0;0;0;0;0;3;0;0;5;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;7;0;0;1;0;0;2;1;0;2;1;0;2;0;0;0;0;0;0;0;8;2;0;0;0;0;2;7;2;1;0;1;0;0;0;0;1;0;0;1;0;13;1;0;7;0;7;1;1;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;0;0;0;0;8;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
31576-4604;SUCESSO;1;1;0;0;0;23;0;2;0;0;0;0;2;1;4;0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;3;0;1;1;0;1;1;1;0;7;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1;4;3;0;1;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;1;5;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;4;1;1;1;1;1;0;7;0;0;0;0;0;2;0;0;0;0;0;1;1;1;0;8;1;2;1;5;4;4;2;2;2;2;4;0;0;6;2;2;0;
31581-4605;SUCESSO;1;1;0;0;0;67;3;9;5;0;0;0;1;0;8;1;1;0;1;0;0;1;0;0;0;5;0;0;6;3;0;3;0;6;5;0;0;1;1;1;3;3;0;0;24;0;0;11;0;2;0;0;0;0;0;0;1;0;0;0;0;7;0;5;13;2;1;1;1;1;0;3;1;0;0;0;0;0;0;0;0;3;2;0;0;14;1;0;9;1;3;0;0;0;0;1;1;0;0;2;2;0;0;4;4;3;2;1;0;1;2;1;1;1;1;0;1;1;1;1;1;0;8;3;2;2;0;3;2;13;1;3;3;2;0;4;0;2;0;0;0;2;1;1;0;11;3;0;0;0;8;6;5;4;1;1;25;6;5;3;1;1;2;
31583-4130;SUCESSO;1;1;0;0;0;51;4;3;0;0;0;0;0;0;7;0;4;1;1;0;0;0;0;0;0;8;0;2;14;0;0;5;1;0;0;0;0;1;1;0;2;1;1;0;9;0;0;2;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;15;6;0;2;0;0;0;7;1;4;1;2;2;1;1;1;0;2;1;0;1;19;1;0;11;3;5;2;1;1;0;1;1;0;0;1;0;1;1;1;1;0;2;2;2;0;15;2;1;0;5;0;0;0;0;0;0;1;11;3;1;4;1;1;1;37;1;2;2;1;1;14;0;2;2;2;0;2;1;1;0;2;0;0;1;1;0;0;0;0;0;0;11;3;1;6;0;0;0;
31592-6388;SUCESSO;3;2;2;2;0;27;3;4;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;2;0;0;11;0;0;2;1;0;0;2;0;0;0;0;0;0;0;0;8;1;1;2;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;3;0;2;22;0;3;2;11;0;7;5;2;0;0;1;6;0;3;1;0;0;0;17;0;1;0;0;0;3;0;0;1;1;0;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;8;2;1;3;0;0;1;
31607-4130;insucesso;1;0;1;1;0;12;0;2;0;0;0;1;0;0;3;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;2;2;2;2;0;0;4;1;1;0;0;0;2;1;0;1;0;0;1;1;0;0;0;0;0;0;9;0;0;0;0;0;0;7;0;4;0;2;2;1;0;0;2;0;0;2;0;9;0;1;7;0;5;2;1;1;0;0;0;0;0;2;1;0;0;0;0;0;2;1;0;0;3;0;0;0;1;0;1;1;0;0;0;1;3;0;1;1;0;0;0;3;0;1;0;0;0;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;4;2;2;0;0;2;
31615-4604;SUCESSO;3;2;0;0;0;34;0;4;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;2;0;0;12;1;0;5;3;0;0;1;0;1;1;0;3;3;0;0;17;2;0;0;0;0;1;0;0;1;0;0;2;0;3;3;1;1;0;0;17;0;0;0;0;0;2;7;0;4;0;3;2;2;1;2;0;2;2;1;0;15;1;0;8;0;5;3;3;2;2;0;0;0;0;1;1;0;1;2;1;0;3;1;1;1;8;0;1;1;4;0;2;2;2;2;2;1;8;0;2;1;1;0;0;37;0;1;0;0;0;7;0;0;5;2;0;3;3;1;0;4;0;1;1;2;2;1;0;0;1;0;9;1;1;5;1;0;0;
31617-4130;insucesso;0;0;0;0;0;24;2;0;0;0;0;0;11;4;0;0;0;0;0;0;0;0;10;7;5;0;0;0;5;0;0;2;1;1;0;1;1;1;1;1;0;0;0;0;5;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;11;9;4;7;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;4;0;0;11;3;0;7;2;0;0;0;0;0;4;4;0;0;0;0;0;0;11;8;5;3;2;0;2;3;0;2;0;3;2;3;3;3;2;0;0;4;1;3;1;0;5;0;10;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;2;2;12;4;2;2;1;1;1;1
31618-6388;SUCESSO;1;1;0;0;0;58;2;8;1;2;2;0;0;0;22;1;11;0;4;1;1;3;0;0;0;3;0;1;14;1;1;2;0;0;0;2;0;1;0;0;4;3;1;0;18;0;0;3;0;1;2;0;0;5;2;0;4;0;0;0;0;1;0;0;25;6;1;1;1;1;0;12;3;7;1;4;2;1;1;0;0;0;0;1;5;43;5;1;23;1;12;7;4;2;1;0;0;0;2;8;3;1;1;13;11;4;1;1;0;1;9;0;1;1;1;0;0;0;0;0;0;0;5;1;1;1;0;0;0;35;1;3;2;1;1;7;0;1;2;1;0;1;1;1;0;6;1;0;0;3;0;0;0;0;3;2;1;0;0;4;2;2;1;
31640-4605;SUCESSO;5;5;0;0;0;40;2;12;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;7;0;1;12;1;2;4;0;0;0;2;0;2;2;0;0;0;0;0;27;1;0;0;0;0;4;0;0;1;0;0;8;0;5;4;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;2;0;12;1;1;3;0;1;1;1;1;0;0;0;0;0;0;0;2;0;0;0;0;2;1;1;0;3;1;0;0;0;0;0;0;0;0;0;1;11;0;2;2;2;1;0;29;0;3;3;1;3;7;0;1;0;0;0;5;4;3;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;4;2;2;0;
31666-4605;insucesso;1;0;1;0;0;15;0;4;0;0;0;0;0;0;3;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;9;1;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;4;2;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;5;0;2;1;1;0;0;9;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;1;0;3;0;0;0;
31679-4130;SUCESSO;2;2;1;0;0;28;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;6;0;0;1;0;2;2;3;0;1;1;0;0;0;0;0;8;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;12;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;2;0;12;0;0;5;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;1;0;1;1;1;0;1;1;1;0;0;0;6;0;1;0;1;0;0;28;1;0;2;1;1;4;0;1;1;0;0;2;2;2;1;6;0;0;0;3;5;2;4;1;0;0;0;0;0;3;0;0;0;
31689-4130;SUCESSO;2;1;1;1;0;19;0;4;0;1;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;2;0;0;3;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;8;0;0;0;0;0;3;0;0;0;0;0;2;0;2;2;1;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;5;0;1;0;2;0;2;1;1;0;0;1;6;0;1;0;1;0;0;15;0;1;2;0;0;3;0;0;1;1;0;2;2;1;1;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
31693-7274;insucesso;2;0;2;2;0;25;1;7;1;0;1;1;0;0;7;4;4;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;6;6;1;0;9;2;2;2;0;0;0;0;0;2;2;0;1;1;0;0;0;0;0;0;18;4;0;0;0;0;0;5;2;1;0;1;1;1;0;0;0;1;1;0;3;17;4;0;11;1;2;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;1;0;0;2;0;0;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31698-5714;insucesso;3;1;3;3;0;23;0;8;0;2;0;2;0;0;3;0;1;0;0;0;0;0;0;0;0;5;0;0;2;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;17;2;1;0;0;0;4;2;0;2;1;0;3;1;1;1;0;0;0;0;5;2;0;0;0;0;0;2;1;1;0;1;0;0;0;0;1;0;0;1;1;9;0;0;3;0;1;1;1;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;4;0;0;15;0;2;2;0;2;5;0;1;2;1;1;3;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31698-7274;SUCESSO;3;2;1;1;0;17;0;8;0;2;1;0;0;0;3;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;11;2;1;2;0;0;3;0;0;2;2;0;0;0;2;1;0;0;0;0;4;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;1;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;7;0;1;0;1;0;0;0;0;0;0;1;2;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;3;1;1;2;3;0;0;0;1;4;2;2;2;2;1;0;0;0;2;2;1;0;
